Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,CDR Method,Total price (USD),Purchaser,Status,Supplier,Tons Delivered,Tons Purchased
2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,2,2
2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,23,23
2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,1,1
2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,14,14
2023-07-17 14:16:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"215,15","215,15"
2023-07-13 00:00:00,,,Supercritical,Biochar,,Bansk Group LLC,undelivered,Mash makes,0,313
2023-07-12 00:00:00,registry,Watershed,Puro,Biochar,,Chan Zuckerberg Initiative (CZI),delivered,Oregon Biochar Solutions,51,51
2023-07-12 00:00:00,registry,Watershed,Puro,Biochar,,Chan Zuckerberg Initiative (CZI),delivered,Oregon Biochar Solutions,578,578
2023-07-12 00:00:00,registry,Watershed,Puro,Biochar,,Chan Zuckerberg Initiative (CZI),delivered,Oregon Biochar Solutions,50,50
2023-07-12 00:00:00,registry,Watershed,Puro,Biochar,,Chan Zuckerberg Initiative (CZI),delivered,Oregon Biochar Solutions,821,821
2023-07-11 00:00:00,,,Supercritical,Biooil,,Kirk & Co,undelivered,Charm Industrial,0,1
2023-07-11 00:00:00,https://carbonherald.com/carbon-lockdown-sells-first-1000-tons-of-wood-harvesting-carbon-removal-to-kinnevik/,,,Biomass Removal,,Kinnevik,undelivered,Carbon Lockdown,0,1000
2023-07-11 00:00:00,,,Supercritical,Enhanced Weathering,,Kirk & Co,undelivered,UNDO,0,5
2023-07-11 00:00:00,,,Supercritical,DAC,,Kirk & Co,undelivered,Carbon Engineering,0,1
2023-07-11 00:00:00,,Cloverly,Puro,Biochar,,Aggregate Purchase,delivered,Basna d.o.o.,10,10
2023-07-10 00:00:00,,,Supercritical,Biochar,,Enento Group Plc,undelivered,Wakefield Biochar,0,5
2023-07-07 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,undelivered,Carbonfuture Supplier,0,20
2023-07-07 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,undelivered,Carbonfuture Supplier,0,20
2023-07-07 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,undelivered,Carbonfuture Supplier,0,20
2023-07-05 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,undelivered,Carbonfuture Supplier,0,5000
2023-07-05 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,undelivered,Carbonfuture Supplier,0,15000
2023-07-05 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,undelivered,Carbonfuture Supplier,0,10000
2023-07-05 00:00:00,,,Puro,Biochar,36186,Bayer AG,delivered,Novocarbo,222,222
2023-07-04 16:46:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"4,66","4,66"
2023-07-04 16:46:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"39,88","39,88"
2023-07-04 16:43:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Corigin Solutions,"15,5","15,5"
2023-07-03 00:00:00,,,Supercritical,Biochar,,Colt Technology Services,undelivered,Wakefield Biochar,120,120
2023-06-30 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,undelivered,Planboo,0,45
2023-06-30 00:00:00,,Accend,Puro,Biochar,,Voland Partners,delivered,Carbon Hill,3,3
2023-06-30 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,undelivered,Planboo,0,177
2023-06-30 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,undelivered,Planboo,0,60
2023-06-30 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,undelivered,Planboo,0,18
2023-06-30 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Pacific Biochar,"407,75","407,75"
2023-06-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,Biochar,,Trophy Games Development,delivered,Wakefield Biochar,28,28
2023-06-30 00:00:00,,,Supercritical,Biochar,,TravelPerk,undelivered,Wakefield Biochar,0,930
2023-06-30 00:00:00,Marketplace purchaser report,,Klimate,DAC,,Aggregate Purchase,undelivered,Climeworks,0,35
2023-06-29 15:21:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"24,14","24,14"
2023-06-29 00:00:00,https://watershed.com/blog/watershed-lowercarbon-partnership,,Watershed,Unspecified,,Lowercarbon Capital,undelivered,Aggregate Supplier (Marketplace Report),0,1000
2023-06-28 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Pacific Biochar,300,300
2023-06-28 00:00:00,,,Puro,Biochar,,Ballingslöv International,delivered,Ecoera,100,100
2023-06-27 15:01:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"17,79","17,79"
2023-06-27 15:01:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bionero,"12,57","12,57"
2023-06-27 00:00:00,,Accend,Puro,Biochar,,Aggregate Purchase,delivered,Carbon Hill,2,2
2023-06-23 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,delivered,Dutch Carboneers,200,200
2023-06-22 00:00:00,,,Watershed,Enhanced Weathering,,Aggregate Purchase,undelivered,UNDO,0,87
2023-06-22 00:00:00,,,Watershed,DAC,,Aggregate Purchase,undelivered,Noya,0,33
2023-06-22 00:00:00,,,Supercritical,Biochar,,PLANIT I.E. LIMITED,undelivered,Wakefield Biochar,0,10
2023-06-22 00:00:00,marketplace report,,Watershed,Biooil,,Aggregate Purchase,undelivered,Charm Industrial,0,51
2023-06-21 00:00:00,,,Supercritical,Enhanced Weathering,,FundApps Ltd,undelivered,UNDO,0,40
2023-06-21 00:00:00,https://finance.yahoo.com/news/boston-consulting-group-enters-40-070100136.html,,,DAC,,BCG,undelivered,Carbon Capture,0,40000
2023-06-21 00:00:00,,,Supercritical,DAC,,FundApps Ltd,undelivered,Carbon Engineering,0,5
2023-06-21 00:00:00,,,Supercritical,Biochar,,ustwo games,delivered,Wakefield Biochar,13,13
2023-06-20 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,delivered,Dutch Carboneers,200,200
2023-06-19 00:00:00,,,Supercritical,DAC,,The Craftory Limited,undelivered,Carbon Engineering,0,7
2023-06-16 10:15:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"83,3","83,3"
2023-06-16 00:00:00,,,Supercritical,Biochar,,Taavet+Sten,delivered,Wakefield Biochar,319,319
2023-06-15 21:55:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"121,14","121,14"
2023-06-15 21:55:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Corigin Solutions,"378,86","378,86"
2023-06-15 10:53:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"49,8","49,8"
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,Usman Chowdhry,undelivered,UNDO,0,2
2023-06-15 00:00:00,,,Supercritical,Biochar,,David Geaslen,LOI/MOU,Wakefield Biochar,0,1
2023-06-15 00:00:00,,,Supercritical,Biochar,,Joan Beaufort,undelivered,Wakefield Biochar,0,1
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,Akihiro Tsuzuki,undelivered,UNDO,0,2
2023-06-15 00:00:00,,,Supercritical,DAC,,Phoenix Court Group Limited,undelivered,Carbon Engineering,0,21
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,Luis Amaral,undelivered,UNDO,0,2
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,Joan Beaufort,undelivered,UNDO,0,2
2023-06-15 00:00:00,,,Supercritical,Biochar,,Luis Amaral,undelivered,Wakefield Biochar,0,1
2023-06-15 00:00:00,,,Supercritical,Biochar,,Usman Chowdhry,delivered,Wakefield Biochar,1,1
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,David Geaslen,undelivered,UNDO,0,2
2023-06-15 00:00:00,,,Supercritical,Biochar,,Dylan Jones,undelivered,Wakefield Biochar,0,1
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,Phoenix Court Group Limited,undelivered,UNDO,0,21
2023-06-15 00:00:00,,,Supercritical,Biochar,,Phoenix Court Group Limited,delivered,Wakefield Biochar,43,43
2023-06-15 00:00:00,,,Supercritical,Enhanced Weathering,,Dylan Jones,undelivered,UNDO,0,2
2023-06-15 00:00:00,,,Supercritical,Biochar,,Akihiro Tsuzuki,delivered,Wakefield Biochar,1,1
2023-06-15 00:00:00,Marketplace purchaser report,,Klimate,Biochar,,Aggregate Purchase,delivered,Dutch Carboneers,200,200
2023-06-14 00:00:00,,,Supercritical,Biochar,,Loctax,delivered,Wakefield Biochar,14,14
2023-06-13 00:00:00,,Klimate,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbuna,"175,9","175,9"
2023-06-12 09:10:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"2,2","2,2"
2023-06-12 00:00:00,,,Supercritical,Biochar,,Christopher Spano,undelivered,Wakefield Biochar,0,1
2023-06-12 00:00:00,,,Supercritical,Biochar,,Dalsem,delivered,Wakefield Biochar,1,1
2023-06-12 00:00:00,,,Supercritical,Enhanced Weathering,,Christopher Spano,undelivered,UNDO,0,2
2023-06-12 00:00:00,,,Supercritical,Enhanced Weathering,,Dalsem,undelivered,UNDO,0,2
2023-06-10 00:00:00,,,Supercritical,Enhanced Weathering,,Brad Jannenga,undelivered,UNDO,0,2
2023-06-10 00:00:00,,,Supercritical,Biochar,,Brad Jannenga,delivered,Wakefield Biochar,1,1
2023-06-10 00:00:00,,,Supercritical,Enhanced Weathering,,Van Doorslaer,undelivered,UNDO,0,2
2023-06-10 00:00:00,,,Supercritical,Enhanced Weathering,,Tyler MacNamara,undelivered,UNDO,0,2
2023-06-10 00:00:00,,,Supercritical,Biochar,,Tyler MacNamara,undelivered,Wakefield Biochar,0,1
2023-06-10 00:00:00,,,Supercritical,Biochar,,Van Doorslaer,undelivered,Wakefield Biochar,0,1
2023-06-09 00:00:00,,,Supercritical,Biochar,,Ghyston Limited,delivered,Wakefield Biochar,36,36
2023-06-09 00:00:00,,,Supercritical,DAC,,Ghyston Limited,undelivered,Carbon Engineering,0,1
2023-06-09 00:00:00,,,Supercritical,Enhanced Weathering,,Ghyston Limited,undelivered,UNDO,0,5
2023-06-08 00:00:00,https://www.linkedin.com/posts/planboo_biochar-carbonremoval-climateaction-activity-7072591065714724864-T5zd?utm_source=share&utm_medium=member_desktop,,Patch,Biochar,40000,Aggregate Purchase,delivered,Planboo,200,200
2023-06-08 00:00:00,marketplace report,Down to Earth,Puro,Biochar,,Cultura Bank,delivered,Oplandske Bioenergi (OBIO),3,3
2023-06-08 00:00:00,marketplace report,Down to Earth,Puro,Biochar,,Lystgården,delivered,Oplandske Bioenergi (OBIO),1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Pyrocal,1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Chooose AS,Puro,Biochar,,Craig Cohon,delivered,Freres Biochar,100,100
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,3,3
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,2,2
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Pyrocal,1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Pyrocal,2,2
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,7,7
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,5,5
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Pyrocal,1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Pyrocal,1,1
2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,1,1
2023-06-06 13:08:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bionero,"12,56","12,56"
2023-06-06 13:08:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"1,33","1,33"
2023-06-06 13:08:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Energiewerk Ilg,"10,89","10,89"
2023-06-06 00:00:00,,,Klimate,Enhanced Weathering,,Aggregate Purchase,undelivered,UNDO,0,250
2023-06-01 00:00:00,https://sustainability.lune.co/moomin?certificate=1,,Lune,Mineralization,,Moomin Characters,delivered,CarbonCure,148,148
2023-06-01 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,465,465
2023-06-01 00:00:00,,,Supercritical,Biochar,,Joshua Haywood,delivered,Wakefield Biochar,5,5
2023-06-01 00:00:00,https://sustainability.lune.co/moomin?certificate=1,,Lune,Enhanced Weathering,,Moomin Characters,undelivered,UNDO,0,148
2023-05-31 00:00:00,https://www.equatic.tech/articles/equatic-launches-low-cost-gigaton-scale-technology-to-decarbonize-at-unprecedented-speed,,,Electrochemical ocean CO2 capture,,Boeing,undelivered,Equatic,0,62000
2023-05-30 00:00:00,Marketplace purchaser report,Klimate,Klimate,Biooil,,Aggregate Purchase,undelivered,Charm Industrial,0,40
2023-05-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Cloverly,Puro,Biochar,,HKS Inc,delivered,Douglas County Forest Products,105,105
2023-05-29 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Down to Earth,Puro,Biochar,,Aggregate Purchase,delivered,Oplandske Bioenergi (OBIO),"14,18","14,18"
2023-05-26 00:00:00,supercritical report,,Supercritical,Biochar,,WHEB Asset Management LLP,undelivered,Wakefield Biochar,0,1
2023-05-26 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,,Puro,Biochar,,"Nasdaq, Inc.",delivered,Aperam BioEnergia,2692,2692
2023-05-26 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,,Puro,Biochar,,"Nasdaq, Inc.",delivered,Aperam BioEnergia,840,840
2023-05-26 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,,Puro,Biochar,,"Nasdaq, Inc.",delivered,Aperam BioEnergia,2968,2968
2023-05-25 00:00:00,supercritical report,,Supercritical,Biochar,,Immersive Labs,undelivered,Wakefield Biochar,0,512
2023-05-24 14:54:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Dutch Carboneers,"2,05","2,05"
2023-05-24 00:00:00,https://charmindustrial.com/order?orderId=recUjLfi2teeMDlsk,,,Biooil,600000,Shopify,partial,Charm Industrial,"123,33",1000
2023-05-23 13:32:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,1,1
2023-05-23 00:00:00,https://www.wsj.com/articles/jpmorgan-makes-one-of-the-biggest-bets-ever-on-carbon-removal-c7d5fe63,,,BECCS,,JPMorgan Chase,LOI/MOU,CO280,0,450000
2023-05-23 00:00:00,marketplace report,Down to Earth,Puro,Biochar,,Sparebank 1 SR-Bank,delivered,Oplandske Bioenergi (OBIO),"49,02","49,02"
2023-05-23 00:00:00,https://www.wsj.com/articles/jpmorgan-makes-one-of-the-biggest-bets-ever-on-carbon-removal-c7d5fe63,,,DAC,20000000,JPMorgan Chase,undelivered,Climeworks,0,25000
2023-05-23 00:00:00,https://charmindustrial.com/order?orderId=recZxY0z9jEgHlnQR,,Stripe Climate,Biooil,17151000,JPMorgan Chase,partial,Charm Industrial,"19,95",28585
2023-05-23 00:00:00,,,Ceezer,Microalgae,1300,Unknown,delivered,Liquid Trees,"25,99",26
2023-05-18 00:00:00,https://frontierclimate.com/writing/first-offtake,,,Biooil,53000000,Frontier,undelivered,Charm Industrial,0,112000
2023-05-17 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Pacific Biochar,3000,3000
2023-05-16 20:12:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bioenergie Frauenfeld,"207,7","207,7"
2023-05-16 20:12:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"2,24","2,24"
2023-05-16 20:12:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"82,59","82,59"
2023-05-16 20:01:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Biochar Life,"87,63","87,63"
2023-05-16 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,2,2
2023-05-15 00:00:00,https://orsted.com/en/media/newsroom/news/2023/05/20230515676011,,,BECCS,,Microsoft,undelivered,Ørsted,0,2760000
2023-05-14 00:00:00,supercritical report,,Supercritical,DAC,,GSPV Limited,undelivered,Carbon Engineering,0,5
2023-05-14 00:00:00,supercritical report,,Supercritical,Biooil,,GSPV Limited,undelivered,Charm Industrial,0,5
2023-05-14 00:00:00,supercritical report,,Supercritical,Enhanced Weathering,,GSPV Limited,undelivered,UNDO,0,16
2023-05-14 00:00:00,supercritical report,,Supercritical,Biochar,,GSPV Limited,undelivered,Wakefield Biochar,0,26
2023-05-11 09:03:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bioenergie Frauenfeld,"300,52","300,52"
2023-05-11 00:00:00,https://www.drax.com/press_release/drax-announces-carbon-removals-deal-with-c-zero/,,,BECCS,600000,C-Zero,LOI/MOU,Drax,0,2000
2023-05-10 12:59:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"12,23","12,23"
2023-05-10 12:59:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"30,04","30,04"
2023-05-10 12:59:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"28,25","28,25"
2023-05-10 12:59:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"33,61","33,61"
2023-05-10 12:59:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"26,44","26,44"
2023-05-09 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Pacific Biochar,1001,1001
2023-05-05 00:00:00,https://registry.patch.io/orders/ord_prod_93f9e12a5c632d98f605bc791ce87f33,,Patch,Enhanced Weathering,,Thanks a Ton,delivered,GreenSand,"0,02","0,02"
2023-05-05 00:00:00,,,Watershed,Enhanced Weathering,,Aggregate Purchase,undelivered,Eion,0,71
2023-05-04 12:05:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bluefield Renewable Energy,"3,82","3,82"
2023-05-04 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,Biochar,,Aggregate Purchase,delivered,Oplandske Bioenergi (OBIO),78,78
2023-05-04 00:00:00,,,,Biooil,,Aggregate Purchase (Supplier Report),delivered,Charm Industrial,400,400
2023-05-04 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,Biochar,,Aggregate Purchase,delivered,Nordgau,104,104
2023-05-03 00:00:00,marketplace report,Down to Earth,Puro,Biochar,,Viken Fylkeskommune,delivered,Oplandske Bioenergi (OBIO),"8,56","8,56"
2023-05-02 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,Biochar,,Aggregate Purchase,delivered,Carbofex,5,5
2023-05-02 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,2050 Consulting,Puro,Biochar,,Aggregate Purchase,delivered,Carbofex,40,40
2023-05-01 00:00:00,Marketplace purchaser report,Klimate,Klimate,DAC,,Aggregate Purchase,undelivered,Climeworks,0,35
2023-04-27 13:57:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"112,02","112,02"
2023-04-27 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,,,Unspecified,,NextGen,undelivered,Aggregate Supplier (Marketplace Report),0,193125
2023-04-27 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,,,BECCS,,NextGen,undelivered,Summit Carbon Solutions,0,0
2023-04-26 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,,,Biochar,,NextGen,undelivered,Carbo Culture,0,0
2023-04-26 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,,,DAC,,NextGen,undelivered,1PointFive,0,0
2023-04-25 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,,Puro,Biochar,,Apollo Global Management,delivered,Douglas County Forest Products,13,13
2023-04-25 00:00:00,,Cloverly,Puro,Biochar,,Aggregate Purchase,delivered,Douglas County Forest Products,30,30
2023-04-25 00:00:00,,Cloverly,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,7,7
2023-04-21 12:25:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"95,65","95,65"
2023-04-21 12:25:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"283,06","283,06"
2023-04-21 12:25:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bionero,"21,35","21,35"
2023-04-21 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Pacific Biochar,"500,65","500,65"
2023-04-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements				,,Puro,Biochar,,JPMorgan Chase,delivered,Glanris,43,43
2023-04-20 00:00:00,supercritical report,,Supercritical,Enhanced Weathering,,Bennetts Associates,undelivered,UNDO,0,5
2023-04-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements				,,Puro,Biochar,,JPMorgan Chase,delivered,Glanris,27,27
2023-04-20 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,Biochar,,Block,delivered,Wakefield Biochar,1000,1000
2023-04-20 00:00:00,supercritical report,,Supercritical,DAC,,Bennetts Associates,undelivered,Carbon Engineering,0,2
2023-04-20 00:00:00,supercritical report,,Supercritical,Biooil,,Bennetts Associates,undelivered,Charm Industrial,0,1
2023-04-20 00:00:00,supercritical report,,Supercritical,Biochar,,Bennetts Associates,undelivered,Wakefield Biochar,0,6
2023-04-19 00:00:00,,,Watershed,Enhanced Weathering,,Aggregate Purchase,undelivered,UNDO,0,1000
2023-04-17 00:00:00,,,Ceezer,Enhanced Weathering,8800,Unknown,delivered,UNDO,11,11
2023-04-17 00:00:00,marketplace report,Down to Earth,Puro,Biochar,,Sparebanken Vest,delivered,Oplandske Bioenergi (OBIO),5,5
2023-04-14 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,CO2.com,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,965,965
2023-04-14 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,CO2.com,Puro,Biochar,,Aggregate Purchase,delivered,Wakefield Biochar,1523,1523
2023-04-13 00:00:00,https://un-do.com/2023/04/13/undo-becomes-microsofts-first-enhanced-rock-weathering-supplier/,,,Enhanced weathering,,Microsoft,undelivered,UNDO,0,5000
2023-04-11 06:15:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Biochar Life,"32,2","32,2"
2023-04-06 13:40:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Bioenergie Frauenfeld,"90,16","90,16"
2023-04-06 09:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"33,04","33,04"
2023-04-06 09:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"56,97","56,97"
2023-04-06 00:00:00,supercritical report,,Supercritical,Biochar,,XTX Markets,undelivered,Carbo Culture,0,7500
