Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,CDR Method,Total price (USD),Purchaser,Status,Supplier,Tons Delivered,Tons Purchased
2023-12-15 00:00:00,patch order id: ord_prod_68e2f6cd61adb28ca2bdb8d2e2de829d,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,1,1
2023-12-15 00:00:00,patch order id: ord_prod_a5a6f0bfef9690e22688bac0d742491b,,Patch,Mineralization,,Aggregate Purchase,undelivered,Andes,0,5
2023-12-15 00:00:00,patch order id: ord_prod_0a502407f6a9d2517fcacaaff2bc076b,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,46
2023-12-15 00:00:00,patch order id: ord_prod_bc7f2998a667bd3356cb085faf661d6f,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,19","0,19"
2023-12-15 00:00:00,patch order id: ord_prod_32986c7addec0592a5a851975c60682d,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_79928d34a8fae918a9092492693ac182,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"0,2"
2023-12-15 00:00:00,patch order id: ord_prod_d05577f40f8866a8a81c1b71a676386e,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,GreenSand,0,"0,9"
2023-12-15 00:00:00,patch order id: ord_prod_73dc38541d477fe9092ba7f5ea594f56,,Patch,Bio-oil,,Aggregate Purchase,delivered,Charm Industrial,"0,28","0,28"
2023-12-15 00:00:00,patch order id: ord_prod_2034eaa1dca769439dce628eb2161b68,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Eion,0,"0,31"
2023-12-15 00:00:00,patch order id: ord_prod_a2a580b09df5fbdedb8e8a55f0594c7b,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,"16,74"
2023-12-15 00:00:00,patch order id: ord_prod_6edb05808261551223e54b398c4a8f78,,Patch,Biochar,,Aggregate Purchase,undelivered,Mash makes,0,"1,5"
2023-12-15 00:00:00,patch order id: ord_prod_ea33c01a8bba008f93230d4ab8869ac0,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_aee5b59c2f772cba57c5d4719af19377,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,15","0,15"
2023-12-15 00:00:00,patch order id: ord_prod_32ce6ac7a3c784c10d5516f3c1e9892a,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,16","0,16"
2023-12-15 00:00:00,patch order id: ord_prod_fc32f9370c9abbb6917f8a4d190770db,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,26,26
2023-12-15 00:00:00,patch order id: ord_prod_7c95631bb3ee3eba7e325ac847818d83,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,"0,45"
2023-12-15 00:00:00,patch order id: ord_prod_5108899a774154d24476475ff1e0c1d3,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,"7,4"
2023-12-15 00:00:00,patch order id: ord_prod_98a199caed004365291aec413db393c3,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"3,34"
2023-12-15 00:00:00,patch order id: ord_prod_61654f73c0b9529682bf567e747a7813,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,19"
2023-12-15 00:00:00,patch order id: ord_prod_74bf870cb07a793f6005ba1fead19fc7,,Patch,Microalgae,,Aggregate Purchase,undelivered,Brilliant Planet,0,1
2023-12-15 00:00:00,patch order id: ord_prod_3e8086aacdd7af71bc8e19d30edff81c,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,"0,42"
2023-12-15 00:00:00,patch order id: ord_prod_bb258ef5e4cc99cde8bef9919adc808e,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,400
2023-12-15 00:00:00,patch order id: ord_prod_c0460bdbfd809c4f0c06c40065c8b4b4,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_7421769b1efbd5c069f83f8e4ce73f5f,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Everest Carbon,0,"0,94"
2023-12-15 00:00:00,patch order id: ord_prod_c7f1666b3aa800c81d1148b50d11a88e,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,23","0,23"
2023-12-15 00:00:00,patch order id: ord_prod_c37098ea60dafd71f1560c83fae4164d,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,36"
2023-12-15 00:00:00,patch order id: ord_prod_872f525421cd91725226794440597001,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"2,76"
2023-12-15 00:00:00,patch order id: ord_prod_01bee82f6ec2f888f3e866f89fa2239e,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,5,5
2023-12-15 00:00:00,patch order id: ord_prod_720e15bd691eb5a829eae196e39ffc4b,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,2
2023-12-15 00:00:00,patch order id: ord_prod_8ed4c8949f45c94b5cf0d50ba987d8df,,Patch,Biochar,,Aggregate Purchase,undelivered,Ecoera,0,"7,28"
2023-12-15 00:00:00,patch order id: ord_prod_73568f1f338ff9744de6faa4591eac2f,,Patch,Biochar,,Aggregate Purchase,undelivered,Husk,0,"0,79"
2023-12-15 00:00:00,patch order id: ord_prod_7f29c157cbd9b04a2d3532ca13b17f20,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,5
2023-12-15 00:00:00,patch order id: ord_prod_965b335250837d598527909ea5bfbd81,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,15","0,15"
2023-12-15 00:00:00,patch order id: ord_prod_08652c7a01444d1c92216dd73576536a,,Patch,Biochar,,Aggregate Purchase,undelivered,Ecoera,0,"22,8"
2023-12-15 00:00:00,patch order id: ord_prod_dd94b961dd824b9cbd4cf4015472f8f1,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"2,21","2,21"
2023-12-15 00:00:00,patch order id: ord_prod_36f60f1831d550b21ff75bfcb09d8eb3,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Eion,0,"1340,62"
2023-12-15 00:00:00,patch order id: ord_prod_a338ffe4198603e795118ca650a4b01f,,Patch,Biomass Removal,,Aggregate Purchase,undelivered,Levitree,0,120
2023-12-15 00:00:00,patch order id: ord_prod_6c1321910aee3298e73475f66f2de753,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,2
2023-12-15 00:00:00,patch order id: ord_prod_09b83243d5756b7d0970caf5e092e9ae,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"6,59","6,59"
2023-12-15 00:00:00,patch order id: ord_prod_767ea9696b5f862b35c9719357bb15d9,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"2,5"
2023-12-15 00:00:00,patch order id: ord_prod_2f7f61b1511c964f62317741d8b658c4,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,15","0,15"
2023-12-15 00:00:00,patch order id: ord_prod_a6153e57104633f708a0a24251a2af01,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"0,5","0,5"
2023-12-15 00:00:00,patch order id: ord_prod_9c6da0adef6c2726611b976546d0e4d1,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,15"
2023-12-15 00:00:00,patch order id: ord_prod_8bf55db220c268ad081ccf5d2bddee57,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"35,5","35,5"
2023-12-15 00:00:00,patch order id: ord_prod_6fe24190c4a4f6aaa5b3c467751031d8,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,1,1
2023-12-15 00:00:00,patch order id: ord_prod_36b96ab02e2d1da1365c37aa7679d414,,Patch,Biomass Removal,,Aggregate Purchase,undelivered,Pull To Refresh,0,"0,52"
2023-12-15 00:00:00,patch order id: ord_prod_9e175a175237bd705539e2bb11608760,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,57","0,57"
2023-12-15 00:00:00,patch order id: ord_prod_7ae42b41a311e827725626d8b5d775be,,Patch,Biochar,,Aggregate Purchase,undelivered,Husk,0,1
2023-12-15 00:00:00,patch order id: ord_prod_79efac67f166f8104f68968795663c21,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"0,62"
2023-12-15 00:00:00,patch order id: ord_prod_4552a7a0255aff118d7edd5ff5ed5d33,,Patch,Bio-oil,,Aggregate Purchase,delivered,Charm Industrial,"2,59","2,59"
2023-12-15 00:00:00,patch order id: ord_prod_18140d501adc60321055351e637f3754,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"23,95","23,95"
2023-12-15 00:00:00,patch order id: ord_prod_a00a539f49cc5fc8da281d399a4e615b,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"0,37"
2023-12-15 00:00:00,patch order id: ord_prod_de16339634119eac7adde9af82ed3402,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,4,4
2023-12-15 00:00:00,patch order id: ord_prod_5a07c88286a53cf74e21e928816fa56c,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,"0,91"
2023-12-15 00:00:00,patch order id: ord_prod_30f07005216b67315cb774802d1a8d59,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"11,62"
2023-12-15 00:00:00,patch order id: ord_prod_64b2f7968decac81f2c72d11b2bd2c31,,Patch,DAC,,Aggregate Purchase,undelivered,AspiraDAC,0,"0,44"
2023-12-15 00:00:00,patch order id: ord_prod_d520263b4fd41480f877e731c294c5d2,,Patch,DAC,,Aggregate Purchase,undelivered,AspiraDAC,0,"0,28"
2023-12-15 00:00:00,patch order id: ord_prod_322856a81bbe5238610b15d8c5f2f56a,,Patch,Biochar,,Aggregate Purchase,undelivered,Novocarbo,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_c25b177e1e6e8f1358c665028bf8a242,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,2"
2023-12-15 00:00:00,patch order id: ord_prod_6ad1fbe0d0044660c5f72044a276cc41,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"1,03","1,03"
2023-12-15 00:00:00,patch order id: ord_prod_9eea933a2979a803ee3209c2df13543d,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"0,55"
2023-12-15 00:00:00,patch order id: ord_prod_b31e9fe9bb21692ba0af342bcc076a42,,Patch,Biochar,,Aggregate Purchase,delivered,Planboo,5,5
2023-12-15 00:00:00,patch order id: ord_prod_8cc33694ee8f26a5cef57b591c43fa47,,Patch,Mineralization,,Aggregate Purchase,undelivered,Carbon Limit,0,"2,34"
2023-12-15 00:00:00,patch order id: ord_prod_5ad9e5ad2347a981929dfa4bf72ca4f5,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_6eb6ba6228c508b49e534144dd535a97,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,7"
2023-12-15 00:00:00,patch order id: ord_prod_8765e80a2e6108a48b78ea91874e5ad8,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"7,14"
2023-12-15 00:00:00,patch order id: ord_prod_8be905859cba20d14e1c5d0cf4230a26,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,UNDO,0,30
2023-12-15 00:00:00,patch order id: ord_prod_dfe619b5b82f14bc4e8a3a2514faef57,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,GreenSand,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_af56e45bfe28cecf485ed719e718c165,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,"0,28"
2023-12-15 00:00:00,patch order id: ord_prod_1042b59e6053cdd0fc52d52262e62424,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"8,86"
2023-12-15 00:00:00,patch order id: ord_prod_6f29703101cbcf55b66372ba86224ca0,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,11
2023-12-15 00:00:00,patch order id: ord_prod_a6b908385331f445481b08ae409b2920,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,2","0,2"
2023-12-15 00:00:00,patch order id: ord_prod_cd0cebecd39691a3c666d066ece41d86,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,1
2023-12-15 00:00:00,patch order id: ord_prod_ca441df99023a4fdc61bee6b5306807b,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,2
2023-12-15 00:00:00,patch order id: ord_prod_3f0f6bd595a37b2444e4b468ec334bb6,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,12
2023-12-15 00:00:00,patch order id: ord_prod_3b3802c9b3689b44cf65ad00b3078e9b,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,1,1
2023-12-15 00:00:00,patch order id: ord_prod_cd0cebecd39691a3c666d066ece41d86,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_27e32ebb33975c377b9be014b2575c8c,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"13,02"
2023-12-15 00:00:00,patch order id: ord_prod_dbbd5e37c8762ba7b704d4481091fcd2,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,9
2023-12-15 00:00:00,patch order id: ord_prod_97b29e7d1a9097d803e47e893f9fef16,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,10
2023-12-15 00:00:00,patch order id: ord_prod_29a2b1450f961deaa119f6a066672622,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,43"
2023-12-15 00:00:00,patch order id: ord_prod_46060cf1364f36e6e41d2fe4ac69b6a5,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"14,57","14,57"
2023-12-15 00:00:00,patch order id: ord_prod_05546bdd73aae1a5ea653452d36d1659,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"1,41","1,41"
2023-12-15 00:00:00,patch order id: ord_prod_bea68e84017662af8d24571a3fa08dc3,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,1
2023-12-15 00:00:00,patch order id: ord_prod_78081c6672a4782ed8a16eb46b1bc30e,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_b0028a76a08c3c7e15514a1c946a98b7,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,5
2023-12-15 00:00:00,patch order id: ord_prod_bf125532175e78eace9b39572144887c,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_52c4b644a09739a40bd4da72b624b7f6,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,74"
2023-12-15 00:00:00,patch order id: ord_prod_c9ef10a3018743b5169fe857e68ee241,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"0,32"
2023-12-15 00:00:00,patch order id: ord_prod_efe7cb07b6992c3f8248b9fe2a2f91b8,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,UNDO,1,1
2023-12-15 00:00:00,patch order id: ord_prod_1cf889908350933d75a958124340e25e,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"0,39"
2023-12-15 00:00:00,patch order id: ord_prod_79e278a9ccac501bcd07606196f90aa0,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"5,13","5,13"
2023-12-15 00:00:00,patch order id: ord_prod_e17b1139aded47affbba913a31ad48e1,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_220071447ef1b2c6f4f19ff4de8d273e,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,1
2023-12-15 00:00:00,patch order id: ord_prod_ade000a7ec765bf0cae47c44f51cea75,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,28","0,28"
2023-12-15 00:00:00,patch order id: ord_prod_2f7c98d1ac6e6a0bd3fcd420b809af0d,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"2,76"
2023-12-15 00:00:00,patch order id: ord_prod_fe3c75ebc36b5c0aef9309b44ad8788f,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"0,48"
2023-12-15 00:00:00,patch order id: ord_prod_a949deca44ca6e7819e6c60e5dd638b0,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,2
2023-12-15 00:00:00,patch order id: ord_prod_105ce5107bfaf763e0bfd0d496604e4b,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,7","0,7"
2023-12-15 00:00:00,patch order id: ord_prod_5ad9e5ad2347a981929dfa4bf72ca4f5,,Patch,Biochar,,Aggregate Purchase,undelivered,Mash makes,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_d05577f40f8866a8a81c1b71a676386e,,Patch,Mineralization,,Aggregate Purchase,undelivered,Neustark,0,"0,21"
2023-12-15 00:00:00,patch order id: ord_prod_033ae04f56a69b5e13fde724da26e842,,Patch,DAC,,Aggregate Purchase,undelivered,Octavia Carbon,0,"13,89"
2023-12-15 00:00:00,patch order id: ord_prod_dfe619b5b82f14bc4e8a3a2514faef57,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_6eb6ba6228c508b49e534144dd535a97,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Eion,0,1
2023-12-15 00:00:00,patch order id: ord_prod_806f1e8425abed66229413e95448f2d3,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,GreenSand,0,"0,97"
2023-12-15 00:00:00,patch order id: ord_prod_1c6e4e55a0f7a74944b695265a7f6df0,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,21","0,21"
2023-12-15 00:00:00,patch order id: ord_prod_eab5ac0a41d3063a08a7a4ab15dbc4ea,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,19","0,19"
2023-12-15 00:00:00,patch order id: ord_prod_6c0591625223529c6fb54cd3fc393411,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,30,30
2023-12-15 00:00:00,patch order id: ord_prod_132042fe247a06aeacd158183414c41a,,Patch,Biochar,,Aggregate Purchase,undelivered,Husk,0,"73,2"
2023-12-15 00:00:00,patch order id: ord_prod_2ed3727aef1a7d92cd4feefa72c7d61d,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"317,55"
2023-12-15 00:00:00,patch order id: ord_prod_871fbfb2f89f25cf7bf79574f128beae,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,2
2023-12-15 00:00:00,patch order id: ord_prod_1291be1320191d16b726389ad7d3465b,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,123,123
2023-12-15 00:00:00,patch order id: ord_prod_1712f93a43b3603f87a81fc4a006ae1f,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,"6,34"
2023-12-15 00:00:00,patch order id: ord_prod_21b8d244cf54c664dd7d79e1ff677b34,,Patch,Bio-oil,,Aggregate Purchase,undelivered,Charm Industrial,0,"1,2"
2023-12-15 00:00:00,patch order id: ord_prod_893f39a36762e4c3438d68277b8da626,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,196
2023-12-15 00:00:00,patch order id: ord_prod_86eb500121f141dfabd6a154f8838616,,Patch,Microalgae,,Aggregate Purchase,undelivered,Brilliant Planet,0,1
2023-12-15 00:00:00,patch order id: ord_prod_d93c79363481ba34e73bb02da91d112d,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,1
2023-12-15 00:00:00,patch order id: ord_prod_d62cfa229aa9dbd0d68c1720918b77bb,,Patch,Biochar,,Aggregate Purchase,undelivered,Carbo Culture,0,"0,24"
2023-12-15 00:00:00,patch order id: ord_prod_7549ad749592422f5d5bf023b04ce60e,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,57","0,57"
2023-12-15 00:00:00,patch order id: ord_prod_5bd36ef0c4ba85d8e14acb4de094e26b,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"0,2","0,2"
2023-12-15 00:00:00,patch order id: ord_prod_6af27f7d305c44d8076b02131b63d251,,Patch,Biochar,,Aggregate Purchase,undelivered,Ecoera,0,"6,6"
2023-12-15 00:00:00,patch order id: ord_prod_60bd2ebd21760b32091c58abe404afb1,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"0,18"
2023-12-15 00:00:00,patch order id: ord_prod_eb0d5c09c7e4a3731b235dacce5fd910,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,1,1
2023-12-15 00:00:00,patch order id: ord_prod_52eee8e7d4114a21cf798aa36c199269,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,4","0,4"
2023-12-15 00:00:00,patch order id: ord_prod_64c67f74329f2e47a90012fb0b4f1d7f,,Patch,Bio-oil,,Aggregate Purchase,delivered,Charm Industrial,1,1
2023-12-15 00:00:00,patch order id: ord_prod_d963d921a2d4c1124a99eda4a3a40335,,Patch,Bio-oil,,Aggregate Purchase,delivered,Charm Industrial,"1,36","1,36"
2023-12-15 00:00:00,patch order id: ord_prod_528ee417c12c73d7ac920ac79e283481,,Patch,Biochar,,Aggregate Purchase,delivered,Planboo,3,3
2023-12-15 00:00:00,patch order id: ord_prod_e21b6650e2c8c29097320b5d3df8c096,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Eion,0,"18,84"
2023-12-15 00:00:00,patch order id: ord_prod_c65d585a876f83245f1b862c48db45a0,,Patch,Bio-oil,,Aggregate Purchase,delivered,Charm Industrial,"1,8","1,8"
2023-12-15 00:00:00,patch order id: ord_prod_857ad4089bd4117fdb96ad58cd38aadd,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"4,95"
2023-12-15 00:00:00,patch order id: ord_prod_d2eba31c2a9cee6b38cfa23bedc8bdfd,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,7,7
2023-12-15 00:00:00,patch order id: ord_prod_db09fef92e59a22b3a428dd947b65800,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Lithos,0,10
2023-12-15 00:00:00,patch order id: ord_prod_a8516c236675bf5f778df757e7e06a4a,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"2,47","2,47"
2023-12-15 00:00:00,patch order id: ord_prod_04056f572d943936383b86e5fcd9899f,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,"0,85"
2023-12-15 00:00:00,patch order id: ord_prod_8d37e3fd004b6406dc4e5a52979f55c4,,Patch,Enhanced Weathering,,Aggregate Purchase,undelivered,Eion,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_e76d45ba652cf124112eba910178d8f1,,Patch,Microalgae,,Aggregate Purchase,undelivered,Brilliant Planet,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_806f1e8425abed66229413e95448f2d3,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonBuilt,0,"0,5"
2023-12-15 00:00:00,patch order id: ord_prod_e30973dfeca6f8cbf7d4582e4b3db083,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,1
2023-12-15 00:00:00,patch order id: ord_prod_47bdf5eb6d84ab25f13d6ddff45bb32a,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"0,4"
2023-12-15 00:00:00,patch order id: ord_prod_ebaf3a395e6e1386f727b5a4e6c596b4,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,3,3
2023-12-15 00:00:00,patch order id: ord_prod_15077c45183a3c7dfd69810966382f48,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,17","0,17"
2023-12-15 00:00:00,patch order id: ord_prod_63b9d773e39a9cde225dbd236c35dc36,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,22","0,22"
2023-12-15 00:00:00,patch order id: ord_prod_389e7c456235a6727fa16f3c895eeeef,,Patch,Macroalgae,,Aggregate Purchase,delivered,Running Tide,"0,25","0,25"
2023-12-15 00:00:00,patch order id: ord_prod_2eda491a577b931a80f26901a371ad1c,,Patch,Biomass Removal,,Aggregate Purchase,undelivered,Levitree,0,20
2023-12-15 00:00:00,patch order id: ord_prod_d2294523dd7af3a55117894ecb05b337,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,80,80
2023-12-15 00:00:00,patch order id: ord_prod_729503847288eda84ca7fc6cee61e98f,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,2
2023-12-15 00:00:00,patch order id: ord_prod_9a9f7a508de35840db8c25864aea8d9d,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"10,34","10,34"
2023-12-15 00:00:00,patch order id: ord_prod_c0661add41262470b9610197eec31c6a,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,"0,18"
2023-12-15 00:00:00,patch order id: ord_prod_6e1d9ae6d0ad70d1dbfaa356762b2541,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,3,3
2023-12-15 00:00:00,patch order id: ord_prod_99adb6161a4c59aa6560378c1cbe0b61,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"3,37"
2023-12-15 00:00:00,patch order id: ord_prod_59da992ed64d060649b960aad775d12e,,Patch,Biochar,,Aggregate Purchase,undelivered,Ecoera,0,"2,8"
2023-12-15 00:00:00,patch order id: ord_prod_4b1829af351522f79b3af8a14c4af5fc,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"0,2","0,2"
2023-12-15 00:00:00,patch order id: ord_prod_a72e92030a0b0436c193d8d7f57e5c8b,,Patch,DAC,,Aggregate Purchase,undelivered,Carbon Capture,0,"2,1"
2023-12-15 00:00:00,patch order id: ord_prod_97f6f33d01db26dbd55ff6aa06bbb70e,,Patch,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,"12,99"
2023-12-15 00:00:00,patch order id: ord_prod_d3cbb23b5b3626178e8bf2ea46b76064,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,23","0,23"
2023-12-15 00:00:00,patch order id: ord_prod_984529db19a87bb27103fbfc382ea155,,Patch,Enhanced Weathering,,Aggregate Purchase,delivered,GreenSand,"2,47","2,47"
2023-12-15 00:00:00,patch order id: ord_prod_f42a7292a317742da31f8bedbc3fc366,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,"0,57","0,57"
2023-12-15 00:00:00,patch order id: ord_prod_32784b19d41ed476aec27341ba210853,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonBuilt,0,"7,4"
2023-12-15 00:00:00,patch order id: ord_prod_2cffb728eebc47259a1e81ff1eb419c3,,Patch,Mineralization,,Aggregate Purchase,delivered,CarbonCure,1,1
2023-12-15 00:00:00,patch order id: ord_prod_ee0346eddaf7f31b68398c0603a9c324,,Patch,Mineralization,,Aggregate Purchase,undelivered,CarbonCure,0,10
